periodo,nome,variavel,valor
9,FURNAS,volume vertido,-0.0
9,TUCURUI,volume vertido,-0.0
10,FURNAS,volume vertido,-0.0
10,TUCURUI,volume vertido,-0.0
11,FURNAS,volume vertido,-0.0
11,TUCURUI,volume vertido,-0.0
12,FURNAS,volume vertido,-0.0
12,TUCURUI,volume vertido,-0.0
13,FURNAS,volume vertido,-0.0
13,TUCURUI,volume vertido,-0.0
14,FURNAS,volume vertido,-0.0
14,TUCURUI,volume vertido,-0.0
15,FURNAS,volume vertido,-0.0
15,TUCURUI,volume vertido,-0.0
16,FURNAS,volume vertido,-0.0
16,TUCURUI,volume vertido,-0.0
17,FURNAS,volume vertido,-0.0
17,TUCURUI,volume vertido,-0.0
18,FURNAS,volume vertido,-0.0
18,TUCURUI,volume vertido,-0.0
19,FURNAS,volume vertido,-0.0
19,TUCURUI,volume vertido,-0.0
20,FURNAS,volume vertido,-0.0
20,TUCURUI,volume vertido,-0.0
21,FURNAS,volume vertido,-0.0
21,TUCURUI,volume vertido,-0.0
22,FURNAS,volume vertido,-0.0
22,TUCURUI,volume vertido,-0.0
23,FURNAS,volume vertido,-0.0
23,TUCURUI,volume vertido,-0.0
24,FURNAS,volume vertido,-0.0
24,TUCURUI,volume vertido,-0.0
25,FURNAS,volume vertido,-0.0
25,TUCURUI,volume vertido,-0.0
26,FURNAS,volume vertido,-0.0
26,TUCURUI,volume vertido,-0.0
27,FURNAS,volume vertido,-0.0
27,TUCURUI,volume vertido,-0.0
28,FURNAS,volume vertido,-0.0
28,TUCURUI,volume vertido,-0.0
29,FURNAS,volume vertido,-0.0
29,TUCURUI,volume vertido,-0.0
30,FURNAS,volume vertido,-0.0
30,TUCURUI,volume vertido,-0.0
31,FURNAS,volume vertido,-0.0
31,TUCURUI,volume vertido,-0.0
32,FURNAS,volume vertido,-0.0
32,TUCURUI,volume vertido,-0.0
33,FURNAS,volume vertido,-0.0
33,TUCURUI,volume vertido,-0.0
34,FURNAS,volume vertido,-0.0
34,TUCURUI,volume vertido,-0.0
35,FURNAS,volume vertido,-0.0
35,TUCURUI,volume vertido,-0.0
36,FURNAS,volume vertido,-0.0
36,TUCURUI,volume vertido,-0.0
37,FURNAS,volume vertido,-0.0
37,TUCURUI,volume vertido,-0.0
38,FURNAS,volume vertido,-0.0
38,TUCURUI,volume vertido,-0.0
39,FURNAS,volume vertido,-0.0
39,TUCURUI,volume vertido,-0.0
40,FURNAS,volume vertido,-0.0
40,TUCURUI,volume vertido,-0.0
41,FURNAS,volume vertido,-0.0
41,TUCURUI,volume vertido,-0.0
42,FURNAS,volume vertido,-0.0
42,TUCURUI,volume vertido,-0.0
43,FURNAS,volume vertido,-0.0
43,TUCURUI,volume vertido,-0.0
44,FURNAS,volume vertido,-0.0
