periodo,nome,variavel,valor
17,FUNIL_GRANDE,volume vertido,236.31684800000005
17,FURNAS,volume vertido,0.0
18,CAMARGOS,volume vertido,202.98751388888869
18,ITUTINGA,volume vertido,295.209736111111
18,FUNIL_GRANDE,volume vertido,254.09862499999986
18,FURNAS,volume vertido,0.0
19,CAMARGOS,volume vertido,150.7094912222253
19,ITUTINGA,volume vertido,242.93171344444556
19,FUNIL_GRANDE,volume vertido,201.8206023333364
19,FURNAS,volume vertido,0.0
20,CAMARGOS,volume vertido,6.536993168992922e-13
20,ITUTINGA,volume vertido,92.22222222222291
20,FUNIL_GRANDE,volume vertido,51.11111111111181
20,FURNAS,volume vertido,0.0
21,CAMARGOS,volume vertido,0.0
21,ITUTINGA,volume vertido,92.22222222222217
21,FUNIL_GRANDE,volume vertido,51.11111111111104
21,FURNAS,volume vertido,0.0
22,CAMARGOS,volume vertido,0.0
22,ITUTINGA,volume vertido,75.62776500000004
22,FUNIL_GRANDE,volume vertido,34.51665388888891
22,FURNAS,volume vertido,0.0
23,CAMARGOS,volume vertido,0.0
23,ITUTINGA,volume vertido,83.07555600000005
23,FUNIL_GRANDE,volume vertido,41.96444488888892
23,FURNAS,volume vertido,0.0
24,CAMARGOS,volume vertido,0.0
24,ITUTINGA,volume vertido,81.37199700000004
24,FUNIL_GRANDE,volume vertido,40.26088588888895
24,FURNAS,volume vertido,0.0
25,CAMARGOS,volume vertido,0.0
25,ITUTINGA,volume vertido,66.166677
25,FUNIL_GRANDE,volume vertido,25.055565888888886
25,FURNAS,volume vertido,0.0
26,CAMARGOS,volume vertido,0.0
26,ITUTINGA,volume vertido,57.22651199999996
26,FUNIL_GRANDE,volume vertido,16.11540088888883
26,FURNAS,volume vertido,0.0
27,CAMARGOS,volume vertido,0.0
27,ITUTINGA,volume vertido,74.69855100000005
27,FUNIL_GRANDE,volume vertido,33.58743988888894
27,FURNAS,volume vertido,0.0
28,CAMARGOS,volume vertido,0.0
28,ITUTINGA,volume vertido,89.69268599999988
28,FUNIL_GRANDE,volume vertido,48.581574888888824
28,FURNAS,volume vertido,0.0
29,CAMARGOS,volume vertido,0.0
29,ITUTINGA,volume vertido,92.22222222222223
29,FUNIL_GRANDE,volume vertido,51.11111111111113
29,FURNAS,volume vertido,0.0
30,CAMARGOS,volume vertido,2.1316282072803006e-13
30,ITUTINGA,volume vertido,92.22222222222244
30,FUNIL_GRANDE,volume vertido,51.11111111111131
30,FURNAS,volume vertido,0.0
31,CAMARGOS,volume vertido,48.888888888888886
31,ITUTINGA,volume vertido,141.11111111111111
31,FUNIL_GRANDE,volume vertido,99.99999999999999
31,FURNAS,volume vertido,0.0
32,CAMARGOS,volume vertido,48.888888888888886
32,ITUTINGA,volume vertido,141.11111111111427
32,FUNIL_GRANDE,volume vertido,99.99999999999987
32,FURNAS,volume vertido,0.0
33,CAMARGOS,volume vertido,0.0
33,ITUTINGA,volume vertido,2.222222222222222
33,FUNIL_GRANDE,volume vertido,0.0
33,FURNAS,volume vertido,0.0
34,CAMARGOS,volume vertido,0.0
34,ITUTINGA,volume vertido,2.222222222221815
34,FUNIL_GRANDE,volume vertido,0.0
34,FURNAS,volume vertido,0.0
35,CAMARGOS,volume vertido,0.0
35,ITUTINGA,volume vertido,2.2222222222222263
35,FUNIL_GRANDE,volume vertido,0.0
35,FURNAS,volume vertido,0.0
36,CAMARGOS,volume vertido,0.0
36,ITUTINGA,volume vertido,2.2222222222222237
36,FUNIL_GRANDE,volume vertido,0.0
36,FURNAS,volume vertido,0.0
37,CAMARGOS,volume vertido,0.0
37,ITUTINGA,volume vertido,2.2222222222222263
37,FUNIL_GRANDE,volume vertido,0.0
37,FURNAS,volume vertido,0.0
38,CAMARGOS,volume vertido,0.0
38,ITUTINGA,volume vertido,2.222222222222225
38,FUNIL_GRANDE,volume vertido,0.0
38,FURNAS,volume vertido,0.0
39,CAMARGOS,volume vertido,0.0
39,ITUTINGA,volume vertido,2.222222222222225
39,FUNIL_GRANDE,volume vertido,0.0
39,FURNAS,volume vertido,0.0
40,CAMARGOS,volume vertido,0.0
40,ITUTINGA,volume vertido,2.2222222222222303
40,FUNIL_GRANDE,volume vertido,0.0
40,FURNAS,volume vertido,0.0
41,CAMARGOS,volume vertido,0.0
41,ITUTINGA,volume vertido,2.2222222222222197
41,FUNIL_GRANDE,volume vertido,0.0
41,FURNAS,volume vertido,0.0
42,CAMARGOS,volume vertido,0.0
42,ITUTINGA,volume vertido,2.222222222222225
42,FUNIL_GRANDE,volume vertido,0.0
42,FURNAS,volume vertido,0.0
43,CAMARGOS,volume vertido,0.0
43,ITUTINGA,volume vertido,2.222222222222225
43,FUNIL_GRANDE,volume vertido,0.0
43,FURNAS,volume vertido,0.0
44,CAMARGOS,volume vertido,0.0
44,ITUTINGA,volume vertido,2.2222222222222907
44,FUNIL_GRANDE,volume vertido,0.0
44,FURNAS,volume vertido,0.0
45,CAMARGOS,volume vertido,7.555555555555767
45,ITUTINGA,volume vertido,9.77777777777799
