periodo,submercado,nome,geracao,status,acionamento,desligamento
103,1,GT2,50.0,1.0,0.0,0.0
103,1,GT3,0.0,0.0,0.0,0.0
103,1,GT4,0.0,0.0,0.0,0.0
103,1,GT5,0.0,0.0,0.0,0.0
104,1,GT1,200.0,1.0,0.0,0.0
104,1,GT2,50.0,1.0,0.0,0.0
104,1,GT3,0.0,0.0,0.0,0.0
104,1,GT4,0.0,0.0,0.0,0.0
104,1,GT5,0.0,0.0,0.0,0.0
105,1,GT1,200.0,1.0,0.0,0.0
105,1,GT2,50.0,1.0,0.0,0.0
105,1,GT3,0.0,0.0,0.0,0.0
105,1,GT4,0.0,0.0,0.0,0.0
105,1,GT5,0.0,0.0,0.0,0.0
106,1,GT1,200.0,1.0,0.0,0.0
106,1,GT2,200.0,1.0,0.0,0.0
106,1,GT3,0.0,0.0,0.0,0.0
106,1,GT4,0.0,0.0,0.0,0.0
106,1,GT5,0.0,0.0,0.0,0.0
107,1,GT1,200.0,1.0,0.0,0.0
107,1,GT2,200.0,1.0,0.0,0.0
107,1,GT3,0.0,0.0,0.0,0.0
107,1,GT4,0.0,0.0,0.0,0.0
107,1,GT5,0.0,0.0,0.0,0.0
108,1,GT1,200.0,1.0,0.0,0.0
108,1,GT2,200.0,1.0,0.0,0.0
108,1,GT3,0.0,0.0,0.0,0.0
108,1,GT4,0.0,0.0,0.0,0.0
108,1,GT5,0.0,0.0,0.0,0.0
109,1,GT1,200.0,1.0,0.0,0.0
109,1,GT2,200.0,1.0,0.0,0.0
109,1,GT3,0.0,0.0,0.0,0.0
109,1,GT4,0.0,0.0,0.0,0.0
109,1,GT5,0.0,0.0,0.0,0.0
110,1,GT1,200.0,1.0,0.0,0.0
110,1,GT2,200.0,1.0,0.0,0.0
110,1,GT3,0.0,0.0,0.0,0.0
110,1,GT4,0.0,0.0,0.0,0.0
110,1,GT5,0.0,0.0,0.0,0.0
111,1,GT1,200.0,1.0,0.0,0.0
111,1,GT2,200.0,1.0,0.0,0.0
111,1,GT3,0.0,0.0,0.0,0.0
111,1,GT4,0.0,0.0,0.0,0.0
111,1,GT5,0.0,0.0,0.0,0.0
112,1,GT1,200.0,1.0,0.0,0.0
112,1,GT2,200.0,1.0,0.0,0.0
112,1,GT3,0.0,0.0,0.0,0.0
112,1,GT4,0.0,0.0,0.0,0.0
112,1,GT5,0.0,0.0,0.0,0.0
113,1,GT1,200.0,1.0,0.0,0.0
113,1,GT2,200.0,1.0,0.0,0.0
113,1,GT3,0.0,0.0,0.0,0.0
113,1,GT4,0.0,0.0,0.0,0.0
113,1,GT5,0.0,0.0,0.0,0.0
114,1,GT1,200.0,1.0,0.0,0.0
114,1,GT2,200.0,1.0,0.0,0.0
114,1,GT3,0.0,0.0,0.0,0.0
114,1,GT4,0.0,0.0,0.0,0.0
114,1,GT5,0.0,0.0,0.0,0.0
